URS;REQUISITANTE;NFM;FABRICANTE;VACINA;DATA;MOV;LOTE;VALIDADE; QUANTIDADE ; VALOR 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;10854847;PFIZER;PFIZER;13/08/2021;14;FD7222;30/11/2021; 3.000 ; 154.392 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;10890254;PFIZER;PFIZER;17/08/2021;14;FD7222;30/11/2021; 5.460 ; 280.993 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;10895469;PFIZER;PFIZER;17/08/2021;14;28230BD;30/09/2021; 4.860 ; 256.482 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;10936690;PFIZER;PFIZER;20/08/2021;14;28235BD;30/09/2021; 6.660 ; 348.658 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;10951978;PFIZER;PFIZER;23/08/2021;14;FF5107;31/12/2021; 4.980 ; 261.425 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11006064;PFIZER;PFIZER;27/08/2021;14;FF5110;31/12/2021; 5.880 ; 318.578 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11052421;PFIZER;PFIZER;01/09/2021;14;FF8840;31/12/2021; 2.400 ; 128.846 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11076738;PFIZER;PFIZER;02/09/2021;14;FF8840;31/12/2021; 2.880 ; 152.689 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11097271;PFIZER;PFIZER;05/09/2021;14;FF8843;31/12/2021; 5.640 ; 294.408 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11101255;PFIZER;PFIZER;06/09/2021;14;FF8842;31/12/2021; 3.120 ; 162.090 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11132281;PFIZER;PFIZER;09/09/2021;14;31025BD;31/12/2021; 6.000 ; 309.456 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11133375;PFIZER;PFIZER;09/09/2021;14;FF8845;31/12/2021; 3.360 ; 174.559 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11210949;PFIZER;PFIZER;17/09/2021;14;31045BD;31/12/2021; 13.380 ; 690.087 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11248063;PFIZER;PFIZER;21/09/2021;14;FG3524;31/01/2022; 5.940 ; 307.532 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11248091;PFIZER;PFIZER;21/09/2021;14;FG3524;31/01/2022; 10.320 ; 534.297 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11293003;PFIZER;PFIZER;24/09/2021;14;31065BD;31/01/2022; 3.180 ; 166.187 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11308655;PFIZER;PFIZER;27/09/2021;14;31065BD;31/01/2022; 7.554 ; 394.772 
DIAMANTINA;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIAMANTINA/MG;11330403;PFIZER;PFIZER;28/09/2021;14;FG3531;31/01/2022; 2.100 ; 111.392 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10370228;PFIZER;PFIZER;01/07/2021;14;EY0586;31/10/2021; 6.420 ; 322.329 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10415893;PFIZER;PFIZER;06/07/2021;14;FA9095;31/10/2021; 15.720 ; 778.439 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10465881;PFIZER;PFIZER;09/07/2021;14;FA9094;31/10/2021; 19.920 ; 996.438 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10576190;PFIZER;PFIZER;21/07/2021;14;FA9096;30/11/2021; 4.380 ; 226.753 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10645468;PFIZER;PFIZER;28/07/2021;14;FD7221;30/11/2021; 8.580 ; 445.971 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10699845;PFIZER;PFIZER;02/08/2021;14;FD7219;30/11/2021; 21.960 ; 1.141.437 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10753921;PFIZER;PFIZER;05/08/2021;14;FD7209;30/11/2021; 15.180 ; 787.280 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10787244;PFIZER;PFIZER;09/08/2021;14;FD7209;30/11/2021; 22.500 ; 1.162.553 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10802096;PFIZER;PFIZER;10/08/2021;14;FF2591;30/11/2021; 19.740 ; 1.014.221 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10851405;PFIZER;PFIZER;13/08/2021;14;FD7210;30/11/2021; 7.320 ; 384.036 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10854801;PFIZER;PFIZER;13/08/2021;14;FD7222;30/11/2021; 10.200 ; 524.933 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10890135;PFIZER;PFIZER;17/08/2021;14;FD7222;30/11/2021; 19.680 ; 1.012.812 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10895525;PFIZER;PFIZER;17/08/2021;14;28230BD;30/09/2021; 9.960 ; 525.629 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10936600;PFIZER;PFIZER;20/08/2021;14;28235BD;30/09/2021; 24.360 ; 1.275.270 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;10951774;PFIZER;PFIZER;23/08/2021;14;FF5107;31/12/2021; 13.080 ; 686.635 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11006687;PFIZER;PFIZER;27/08/2021;14;FF5110;31/12/2021; 17.940 ; 971.989 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11052430;PFIZER;PFIZER;01/09/2021;14;FF8840;31/12/2021; 6.480 ; 347.885 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11076847;PFIZER;PFIZER;02/09/2021;14;FF8840;31/12/2021; 8.160 ; 432.619 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11097269;PFIZER;PFIZER;05/09/2021;14;FF8843;31/12/2021; 15.060 ; 786.132 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11101262;PFIZER;PFIZER;06/09/2021;14;FF8842;31/12/2021; 11.700 ; 607.838 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11132261;PFIZER;PFIZER;09/09/2021;14;FF8842;31/12/2021; 19.260 ; 1.000.596 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11133398;PFIZER;PFIZER;09/09/2021;14;FF8845;31/12/2021; 9.300 ; 483.154 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11211001;PFIZER;PFIZER;17/09/2021;14;31045BD;31/12/2021; 40.560 ; 2.091.923 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11247064;PFIZER;PFIZER;21/09/2021;14;FG3524;31/01/2022; 36.720 ; 1.901.105 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11247108;PFIZER;PFIZER;21/09/2021;14;FG3524;31/01/2022; 23.940 ; 1.239.446 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11293849;PFIZER;PFIZER;24/09/2021;14;31065BD;31/01/2022; 35.892 ; 1.875.716 
DIVINOPOLIS;Requisitante: GERENCIA REGIONAL DE SAUDE DE DIVINOPOLIS/MG;11338755;PFIZER;PFIZER;29/09/2021;14;FG3531;31/01/2022; 30.060 ; 1.594.503 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10370243;PFIZER;PFIZER;01/07/2021;14;EY0586;31/10/2021; 3.360 ; 168.696 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10420713;PFIZER;PFIZER;06/07/2021;14;FA9095;31/10/2021; 9.000 ; 445.671 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10466142;PFIZER;PFIZER;09/07/2021;14;FA9094;31/10/2021; 9.720 ; 486.214 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10573728;PFIZER;PFIZER;20/07/2021;14;FA9096;30/11/2021; 2.340 ; 121.142 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10646730;PFIZER;PFIZER;28/07/2021;14;FD7221;30/11/2021; 1.740 ; 90.442 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10701173;PFIZER;PFIZER;02/08/2021;14;FD7219;30/11/2021; 11.580 ; 601.905 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10754267;PFIZER;PFIZER;05/08/2021;14;FD7209;30/11/2021; 6.780 ; 351.631 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10788002;PFIZER;PFIZER;09/08/2021;14;FD7209;30/11/2021; 10.440 ; 539.424 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10805427;PFIZER;PFIZER;10/08/2021;14;FF2591;30/11/2021; 8.280 ; 425.418 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10851976;PFIZER;PFIZER;13/08/2021;14;FD7210;30/11/2021; 2.580 ; 135.357 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10855034;PFIZER;PFIZER;13/08/2021;14;FD7222;30/11/2021; 5.340 ; 274.818 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10890612;PFIZER;PFIZER;17/08/2021;14;FD7222;30/11/2021; 10.320 ; 531.108 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10895608;PFIZER;PFIZER;17/08/2021;14;28230BD;30/09/2021; 2.280 ; 120.325 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10937184;PFIZER;PFIZER;20/08/2021;14;28235BD;30/09/2021; 12.600 ; 659.623 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;10952214;PFIZER;PFIZER;23/08/2021;14;FF5107;31/12/2021; 8.220 ; 431.509 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11007379;PFIZER;PFIZER;27/08/2021;14;FF5110;31/12/2021; 11.280 ; 611.150 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11052720;PFIZER;PFIZER;01/09/2021;14;FF8840;31/12/2021; 3.960 ; 212.597 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11077369;PFIZER;PFIZER;02/09/2021;14;FF8840;31/12/2021; 4.860 ; 257.663 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11097322;PFIZER;PFIZER;05/09/2021;14;FF8843;31/12/2021; 5.502 ; 287.204 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11097322;PFIZER;PFIZER;05/09/2021;14;FF8840;31/12/2021; 3.018 ; 160.005 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11101272;PFIZER;PFIZER;06/09/2021;14;FF8842;31/12/2021; 6.540 ; 339.766 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11132704;PFIZER;PFIZER;09/09/2021;14;FF8842;31/12/2021; 7.080 ; 367.820 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11133619;PFIZER;PFIZER;09/09/2021;14;FF8845;31/12/2021; 4.080 ; 211.964 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11210889;PFIZER;PFIZER;17/09/2021;14;31045BD;31/12/2021; 23.700 ; 1.222.351 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11252421;PFIZER;PFIZER;21/09/2021;14;FG3524;31/01/2022; 18.480 ; 956.765 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11255683;PFIZER;PFIZER;22/09/2021;14;FG3524;31/01/2022; 12.060 ; 624.382 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11293093;PFIZER;PFIZER;24/09/2021;14;31065BD;31/01/2022; 4.860 ; 253.984 
GOVERNADOR VALADARES;Requisitante: GERENCIA REGIONAL DE SAUDE DE GOVERNADOR VALADARES/MG;11309663;PFIZER;PFIZER;27/09/2021;14;31065BD;31/01/2022; 12.120 ; 633.391 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10370004;PFIZER;PFIZER;01/07/2021;14;EY0586;31/10/2021; 2.280 ; 114.472 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10415775;PFIZER;PFIZER;06/07/2021;14;FA9095;31/10/2021; 6.060 ; 300.085 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10466161;PFIZER;PFIZER;09/07/2021;14;FA9094;31/10/2021; 7.020 ; 351.154 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10576180;PFIZER;PFIZER;21/07/2021;14;FA9096;30/11/2021; 1.500 ; 77.655 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10645554;PFIZER;PFIZER;28/07/2021;14;FD7221;30/11/2021; 1.920 ; 99.798 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10702469;PFIZER;PFIZER;02/08/2021;14;FD7219;30/11/2021; 7.440 ; 386.716 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10754321;PFIZER;PFIZER;05/08/2021;14;FD7209;30/11/2021; 4.740 ; 245.831 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10787033;PFIZER;PFIZER;09/08/2021;14;FD7209;30/11/2021; 8.220 ; 424.719 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10802067;PFIZER;PFIZER;10/08/2021;14;FF2591;30/11/2021; 5.700 ; 292.860 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10852043;PFIZER;PFIZER;13/08/2021;14;FD7210;30/11/2021; 1.860 ; 97.583 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10854988;PFIZER;PFIZER;13/08/2021;14;FD7222;30/11/2021; 3.360 ; 172.919 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10890643;PFIZER;PFIZER;17/08/2021;14;FD7222;30/11/2021; 6.720 ; 345.838 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10895581;PFIZER;PFIZER;17/08/2021;14;28230BD;30/09/2021; 3.420 ; 180.487 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10937228;PFIZER;PFIZER;20/08/2021;14;28235BD;30/09/2021; 8.100 ; 424.043 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;10951899;PFIZER;PFIZER;23/08/2021;14;FF5107;31/12/2021; 4.260 ; 223.629 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11007501;PFIZER;PFIZER;27/08/2021;14;FF5110;31/12/2021; 7.170 ; 388.471 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11052763;PFIZER;PFIZER;01/09/2021;14;FF8840;31/12/2021; 2.460 ; 132.068 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11076575;PFIZER;PFIZER;02/09/2021;14;FF8840;31/12/2021; 3.120 ; 165.413 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11097287;PFIZER;PFIZER;05/09/2021;14;FF8843;31/12/2021; 4.920 ; 256.824 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11101032;PFIZER;PFIZER;06/09/2021;14;FF8842;31/12/2021; 4.380 ; 227.550 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11132872;PFIZER;PFIZER;09/09/2021;14;31025BD;31/12/2021; 7.500 ; 386.820 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11133722;PFIZER;PFIZER;09/09/2021;14;31025BD;31/12/2021; 3.420 ; 176.390 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11210978;PFIZER;PFIZER;17/09/2021;14;31045BD;31/12/2021; 13.800 ; 711.749 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11254805;PFIZER;PFIZER;21/09/2021;14;FG3528;31/01/2022; 12.120 ; 627.489 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11254813;PFIZER;PFIZER;21/09/2021;14;FG3528;31/01/2022; 8.520 ; 441.106 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11293450;PFIZER;PFIZER;24/09/2021;14;31065BD;31/01/2022; 2.940 ; 153.644 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11309538;PFIZER;PFIZER;27/09/2021;14;31065BD;31/01/2022; 8.712 ; 455.289 
ITABIRA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITABIRA/MG;11330412;PFIZER;PFIZER;28/09/2021;14;FG3531;31/01/2022; 1.920 ; 101.844 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10370767;PFIZER;PFIZER;01/07/2021;14;EY0586;31/10/2021; 1.020 ; 51.211 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10420679;PFIZER;PFIZER;06/07/2021;14;FA9095;31/10/2021; 1.980 ; 98.048 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10466166;PFIZER;PFIZER;09/07/2021;14;FA9094;31/10/2021; 2.520 ; 126.055 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10575903;PFIZER;PFIZER;21/07/2021;14;FA9096;30/11/2021; 720 ; 37.274 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10646685;PFIZER;PFIZER;28/07/2021;14;FD7221;30/11/2021; 960 ; 49.899 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10702333;PFIZER;PFIZER;02/08/2021;14;FD7219;30/11/2021; 3.480 ; 180.883 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10753433;PFIZER;PFIZER;05/08/2021;14;FD7209;30/11/2021; 2.280 ; 118.248 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10779030;PFIZER;PFIZER;09/08/2021;14;FD7209;30/11/2021; 3.900 ; 201.509 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10805401;PFIZER;PFIZER;10/08/2021;14;FF2591;30/11/2021; 2.820 ; 144.889 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10851893;PFIZER;PFIZER;13/08/2021;14;FD7210;30/11/2021; 1.020 ; 53.513 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10854975;PFIZER;PFIZER;13/08/2021;14;FD7222;30/11/2021; 1.620 ; 83.372 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10890221;PFIZER;PFIZER;17/08/2021;14;FD7222;30/11/2021; 3.060 ; 157.480 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10895413;PFIZER;PFIZER;17/08/2021;14;28230BD;30/09/2021; 660 ; 34.831 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10937148;PFIZER;PFIZER;20/08/2021;14;28235BD;30/09/2021; 3.780 ; 197.887 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;10952225;PFIZER;PFIZER;23/08/2021;14;FF5107;31/12/2021; 2.400 ; 125.988 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11007468;PFIZER;PFIZER;27/08/2021;14;FF5110;31/12/2021; 2.940 ; 159.289 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11052239;PFIZER;PFIZER;01/09/2021;14;FF8840;31/12/2021; 1.140 ; 61.202 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11075672;PFIZER;PFIZER;02/09/2021;14;FF8840;31/12/2021; 1.800 ; 95.431 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11097302;PFIZER;PFIZER;05/09/2021;14;FF8843;31/12/2021; 1.920 ; 100.224 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11101264;PFIZER;PFIZER;06/09/2021;14;FF8842;31/12/2021; 1.620 ; 84.162 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11132797;PFIZER;PFIZER;09/09/2021;14;FF8842;31/12/2021; 2.520 ; 130.919 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11133642;PFIZER;PFIZER;09/09/2021;14;FF8845;31/12/2021; 1.200 ; 62.342 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11210891;PFIZER;PFIZER;17/09/2021;14;31045BD;31/12/2021; 7.980 ; 411.576 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11257206;PFIZER;PFIZER;22/09/2021;14;FG3528;31/01/2022; 3.240 ; 167.745 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11257238;PFIZER;PFIZER;22/09/2021;14;FG3528;31/01/2022; 5.880 ; 304.425 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11293900;PFIZER;PFIZER;24/09/2021;14;31065BD;31/01/2022; 5.646 ; 295.060 
ITUIUTABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE ITUIUTABA/MG;11328623;PFIZER;PFIZER;28/09/2021;14;FG3531;31/01/2022; 4.800 ; 254.611 
JANUARIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE JANUARIA/MG;10370699;PFIZER;PFIZER;01/07/2021;14;EY0586;31/10/2021; 1.680 ; 84.348 
JANUARIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE JANUARIA/MG;10413923;PFIZER;PFIZER;06/07/2021;14;FA9095;31/10/2021; 2.880 ; 142.615 
JANUARIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE JANUARIA/MG;10465981;PFIZER;PFIZER;09/07/2021;14;FA9094;31/10/2021; 3.180 ; 159.070 
JANUARIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE JANUARIA/MG;10572802;PFIZER;PFIZER;20/07/2021;14;FA9096;30/11/2021; 1.200 ; 62.124 
JANUARIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE JANUARIA/MG;10646583;PFIZER;PFIZER;28/07/2021;14;FD7221;30/11/2021; 660 ; 34.305 
JANUARIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE JANUARIA/MG;10702035;PFIZER;PFIZER;02/08/2021;14;FD7219;30/11/2021; 5.760 ; 299.393 
JANUARIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE JANUARIA/MG;10753055;PFIZER;PFIZER;05/08/2021;14;FD7209;30/11/2021; 3.180 ; 164.924 
JANUARIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE JANUARIA/MG;10778944;PFIZER;PFIZER;09/08/2021;14;FD7209;30/11/2021; 4.560 ; 235.611 
JANUARIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE JANUARIA/MG;10805361;PFIZER;PFIZER;10/08/2021;14;FF2591;30/11/2021; 4.140 ; 212.709 
JANUARIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE JANUARIA/MG;10851831;PFIZER;PFIZER;13/08/2021;14;FD7210;30/11/2021; 1.200 ; 62.957 
JANUARIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE JANUARIA/MG;10854741;PFIZER;PFIZER;13/08/2021;14;FD7222;30/11/2021; 2.400 ; 123.514 
